Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ukraine,Current Health Expenditure (CHE) per Capita in US$,,35,45,53,69,85,116,148,186,216,169,203,244,276,281,213,157,157,187,221,247,270,
Ukraine,Current Health Expenditure (CHE),in million current US$,"1,716","2,168","2,537","3,279","3,994","5,455","6,915","8,620","9,960","7,736","9,266","11,121","12,510","12,725","9,598","7,079","7,044","8,336","9,844","10,916","11,844",
Ukraine,Gross Domestic Product (GDP) per Capita in US$,,661,782,882,"1,052","1,370","1,832","2,313","3,093","3,933","2,553","2,977","3,585","3,871","4,046","2,957","2,024","2,082","2,511","2,945","3,481","3,541",
Ukraine,Population (in thousands),,"48,880","48,415","47,977","47,606","47,262","46,913","46,593","46,313","46,063","45,864","45,683","45,516","45,406","45,307","45,148","44,983","44,834","44,657","44,447","44,211","43,910",
United Kingdom of Great Britain and Northern Ireland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,8,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,12,12
United Kingdom of Great Britain and Northern Ireland,Current Health Expenditure (CHE) per Capita in US$,,"2,033","2,060","2,319","2,791","3,373","3,547","3,867","4,376","4,307","3,923","3,966","4,209","4,254","4,317","4,714","4,447","4,038","3,930","4,228","4,265","4,927","5,634"
United Kingdom of Great Britain and Northern Ireland,Current Health Expenditure (CHE),in million current US$,"119,520","121,527","137,397","166,098","201,678","213,470","234,412","267,240","265,180","243,393","247,907","265,240","270,076","275,887","303,371","288,403","263,988","258,790","280,181","284,263","330,210","380,482"
United Kingdom of Great Britain and Northern Ireland,Gross Domestic Product (GDP) per Capita in US$,,"28,273","27,865","30,115","34,574","40,504","42,286","44,822","50,863","47,734","39,098","39,851","42,443","42,825","43,866","47,974","45,589","41,647","40,992","43,773","43,193","41,132","47,191"
United Kingdom of Great Britain and Northern Ireland,Population (in thousands),,"58,785","59,000","59,240","59,501","59,794","60,182","60,620","61,073","61,572","62,042","62,510","63,023","63,495","63,905","64,351","64,853","65,379","65,844","66,274","66,647","67,026","67,531"
Uzbekistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,5,5,5,5,5,5,5,5,5,5,6,6,4,5,5,5,5,5,7,
Uzbekistan,Current Health Expenditure (CHE) per Capita in US$,,35,30,24,25,28,32,38,46,61,71,92,109,127,140,118,132,129,93,82,99,121,
Uzbekistan,Current Health Expenditure (CHE),in million current US$,883,764,622,659,729,857,"1,014","1,270","1,685","2,010","2,636","3,167","3,744","4,182","3,580","4,078","4,061","2,972","2,672","3,251","4,040",
Uzbekistan,Gross Domestic Product (GDP) per Capita in US$,,692,578,473,490,574,674,792,"1,024","1,292","1,488","1,739","2,071","2,287","2,441","2,653","2,782","2,739","1,923","1,622","1,815","1,786",
Uzbekistan,Population (in thousands),,"24,926","25,248","25,579","25,906","26,235","26,573","26,927","27,310","27,727","28,168","28,614","29,057","29,503","29,963","30,447","30,949","31,454","31,946","32,450","32,977","33,527",
Bangladesh,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Bangladesh,Current Health Expenditure (CHE) per Capita in US$,,9,8,9,10,11,12,12,14,16,18,21,23,24,27,30,34,40,42,45,48,51,
Bangladesh,Current Health Expenditure (CHE),in million current US$,"1,113","1,108","1,258","1,407","1,542","1,637","1,766","2,078","2,326","2,671","3,139","3,498","3,634","4,222","4,725","5,293","6,321","6,840","7,324","7,890","8,482",
Bangladesh,Gross Domestic Product (GDP) per Capita in US$,,408,400,408,439,468,474,491,554,630,696,772,822,848,997,"1,110","1,232","1,382","1,518","1,647","1,819","1,928",
Bangladesh,Population (in thousands),,"129,193","131,670","134,140","136,503","138,790","140,913","142,629","144,136","145,421","146,707","148,391","150,211","152,091","154,030","155,961","157,830","159,785","161,794","163,684","165,516","167,421",
Bhutan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,5,5,4,5,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,
Bhutan,Current Health Expenditure (CHE) per Capita in US$,,31,36,36,37,46,47,54,64,57,59,72,77,84,86,87,97,97,103,102,115,134,
Bhutan,Current Health Expenditure (CHE),in million current US$,18,22,22,24,30,31,36,44,40,41,51,55,60,63,64,72,73,78,78,89,103,
Bhutan,Gross Domestic Product (GDP) per Capita in US$,,699,719,782,904,"1,003","1,129","1,226","1,560","1,695","1,675","2,023","2,309","2,311","2,319","2,440","2,569","2,718","3,095","3,136","3,200","3,058",
Bhutan,Population (in thousands),,587,603,619,635,650,663,673,682,690,698,706,713,721,729,736,743,750,756,762,767,773,
India,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,
India,Current Health Expenditure (CHE) per Capita in US$,,18,20,20,22,25,27,29,36,38,38,45,48,49,56,57,58,60,57,58,61,57,
India,Current Health Expenditure (CHE),in million current US$,"19,549","21,283","22,124","24,451","28,314","31,751","34,454","42,425","45,484","46,643","55,703","60,769","61,955","71,879","73,946","77,190","80,269","77,050","78,995","83,912","79,076",
India,Gross Domestic Product (GDP) per Capita in US$,,457,463,475,546,630,725,809,"1,014","1,072","1,094","1,372","1,488","1,460","1,485","1,563","1,623","1,711","1,938","2,019","2,061","1,914",
India,Population (in thousands),,"1,059,634","1,078,971","1,098,313","1,117,415","1,136,265","1,154,639","1,172,374","1,189,692","1,206,735","1,223,640","1,240,614","1,257,621","1,274,487","1,291,132","1,307,247","1,322,867","1,338,636","1,354,196","1,369,003","1,383,112","1,396,387",
Indonesia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Indonesia,Current Health Expenditure (CHE) per Capita in US$,,16,17,19,26,26,34,45,57,60,63,86,108,107,103,103,97,108,112,112,121,133,
Indonesia,Current Health Expenditure (CHE),in million current US$,"3,326","3,697","4,215","5,741","5,922","7,872","10,387","13,275","14,228","15,177","21,074","26,695","26,749","26,183","26,407","25,174","28,156","29,495","29,888","32,509","36,147",
Indonesia,Gross Domestic Product (GDP) per Capita in US$,,838,804,967,"1,145","1,236","1,359","1,711","2,002","2,346","2,401","3,094","3,614","3,668","3,603","3,477","3,323","3,559","3,840","3,903","4,151","3,894",
Indonesia,Population (in thousands),,"214,072","217,112","220,115","223,080","225,939","228,805","231,797","234,858","237,937","240,981","244,016","247,100","250,223","253,276","256,230","259,092","261,850","264,499","267,067","269,583","271,858",
Maldives,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,9,7,7,9,8,8,11,10,8,8,9,8,8,9,10,9,7,8,11,
Maldives,Current Health Expenditure (CHE) per Capita in US$,,219,229,249,240,304,334,403,477,774,678,608,587,646,671,702,823,993,933,805,852,826,
Maldives,Current Health Expenditure (CHE),in million current US$,62,66,73,71,92,103,127,155,261,237,220,220,250,269,293,359,451,441,394,430,425,
Maldives,Gross Domestic Product (GDP) per Capita in US$,,"2,837","2,792","2,834","3,540","4,060","3,789","5,010","5,747","6,743","6,719","7,158","7,409","7,447","8,222","8,872","9,434","9,640","10,063","10,824","11,115","7,276",
Maldives,Population (in thousands),,283,287,292,297,302,307,314,325,337,349,362,374,388,401,417,436,454,472,490,505,514,
Myanmar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2,2,3,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,5,5,5,
Myanmar,Current Health Expenditure (CHE) per Capita in US$,,4,5,7,7,7,8,8,10,15,19,20,27,37,37,54,63,59,59,60,61,72,
Myanmar,Current Health Expenditure (CHE),in million current US$,203,212,327,307,330,363,405,477,712,910,992,"1,354","1,857","1,894","2,751","3,250","3,073","3,089","3,180","3,244","3,852",
Myanmar,Gross Domestic Product (GDP) per Capita in US$,,223,214,273,275,301,326,374,487,693,860,"1,027","1,412","1,534","1,168","1,226","1,153","1,158","1,163","1,232","1,307","1,559",
Myanmar,Population (in thousands),,"45,538","46,015","46,480","46,924","47,338","47,724","48,088","48,446","48,729","49,016","49,391","49,795","50,218","50,648","51,072","51,484","51,892","52,288","52,666","53,040","53,423",
Nepal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,
Nepal,Current Health Expenditure (CHE) per Capita in US$,,8,10,10,11,13,14,14,17,19,21,30,34,34,35,42,47,47,49,50,53,58,
Nepal,Current Health Expenditure (CHE),in million current US$,205,256,265,284,336,372,363,459,509,567,810,938,927,970,"1,162","1,294","1,317","1,390","1,437","1,523","1,711",
Nepal,Gross Domestic Product (GDP) per Capita in US$,,267,270,266,288,320,359,388,469,497,539,685,774,755,765,833,857,872,"1,045","1,113","1,189","1,127",
Nepal,Population (in thousands),,"24,560","24,956","25,332","25,683","26,004","26,285","26,519","26,714","26,882","27,027","27,162","27,266","27,331","27,382","27,462","27,610","27,861","28,183","28,507","28,832","29,349",
Sri Lanka,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,
Sri Lanka,Current Health Expenditure (CHE) per Capita in US$,,44,41,43,42,51,57,65,73,92,99,106,116,111,135,135,147,149,146,159,142,151,
Sri Lanka,Current Health Expenditure (CHE),in million current US$,821,782,817,815,987,"1,120","1,288","1,463","1,857","2,019","2,194","2,427","2,329","2,844","2,862","3,135","3,184","3,144","3,441","3,075","3,280",
Sri Lanka,Gross Domestic Product (GDP) per Capita in US$,,"1,030",985,"1,024","1,119","1,213","1,420","1,629","1,844","2,297","2,350","2,745","3,130","3,256","3,517","3,736","3,778","3,846","4,065","4,076","3,880","3,715",
Sri Lanka,Population (in thousands),,"18,776","18,920","19,111","19,303","19,490","19,674","19,871","20,079","20,286","20,482","20,669","20,860","21,017","21,132","21,239","21,337","21,425","21,507","21,581","21,650","21,715",
Thailand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,
Thailand,Current Health Expenditure (CHE) per Capita in US$,,62,57,70,76,83,91,104,126,150,150,169,193,203,209,215,220,231,248,276,294,305,
Thailand,Current Health Expenditure (CHE),in million current US$,"3,920","3,640","4,479","4,939","5,427","5,982","6,874","8,395","10,080","10,196","11,564","13,232","14,006","14,515","15,008","15,459","16,283","17,582","19,608","20,997","21,806",
Thailand,Gross Domestic Product (GDP) per Capita in US$,,"2,004","1,890","2,091","2,351","2,647","2,876","3,344","3,935","4,328","4,154","4,996","5,397","5,749","6,041","5,822","5,709","5,854","6,437","7,123","7,632","6,999",
Thailand,Population (in thousands),,"63,067","63,650","64,223","64,777","65,311","65,821","66,320","66,827","67,328","67,814","68,270","68,713","69,157","69,579","69,961","70,294","70,607","70,898","71,128","71,308","71,476",
Timor-Leste,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,3,4,5,6,6,7,7,6,7,7,9,8,8,7,7,6,6,10,
Timor-Leste,Current Health Expenditure (CHE) per Capita in US$,,,,,15,20,25,27,30,43,50,52,64,71,103,93,101,93,87,79,79,121,
Timor-Leste,Current Health Expenditure (CHE),in million current US$,,,,14,19,24,27,31,45,53,57,72,81,119,110,122,114,108,100,101,157,
Timor-Leste,Gross Domestic Product (GDP) per Capita in US$,,,,,529,466,477,456,533,621,682,810,936,"1,020","1,202","1,221","1,322","1,348","1,300","1,255","1,331","1,227",
Timor-Leste,Population (in thousands),,,,,927,946,969,995,"1,019","1,043","1,066","1,088","1,113","1,138","1,162","1,185","1,206","1,225","1,243","1,262","1,280","1,300",
Australia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,8,8,8,8,8,8,8,9,8,9,9,9,10,10,10,10,10,10,11,
Australia,Current Health Expenditure (CHE) per Capita in US$,,"1,637","1,560","1,764","2,241","2,761","3,014","3,194","3,815","4,107","4,012","4,975","5,909","6,072","5,843","6,139","5,324","5,454","5,816","5,864","5,555","5,901",
Australia,Current Health Expenditure (CHE),in million current US$,"31,123","30,024","34,349","44,140","55,010","60,800","65,372","79,477","87,265","86,902","109,556","132,111","138,004","135,046","144,089","126,827","131,963","143,024","146,488","140,869","151,482",
Australia,Gross Domestic Product (GDP) per Capita in US$,,"21,534","20,303","22,387","28,425","34,126","37,799","40,018","47,343","49,759","46,910","59,068","69,197","69,992","66,773","62,344","52,283","54,052","57,441","58,214","54,305","55,415",
Australia,Population (in thousands),,"19,018","19,248","19,476","19,699","19,925","20,172","20,467","20,831","21,248","21,661","22,019","22,357","22,729","23,112","23,470","23,820","24,196","24,590","24,979","25,357","25,670",
Brunei Darussalam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,
Brunei Darussalam,Current Health Expenditure (CHE) per Capita in US$,,507,464,472,534,618,643,650,696,778,729,789,860,867,834,786,732,682,640,754,675,650,
Brunei Darussalam,Current Health Expenditure (CHE),in million current US$,169,158,164,189,223,236,242,263,299,285,312,345,353,343,327,309,291,275,327,296,287,
Brunei Darussalam,Gross Domestic Product (GDP) per Capita in US$,,"19,888","18,189","18,609","20,496","24,167","28,762","33,916","35,463","41,413","30,521","34,610","46,139","46,844","43,950","41,037","30,681","26,762","28,186","31,241","30,748","27,174",
Brunei Darussalam,Population (in thousands),,334,341,347,354,360,367,373,379,385,390,396,402,407,412,417,421,426,430,434,438,442,
Cambodia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,7,7,7,6,5,7,8,7,8,7,7,7,6,6,6,6,7,8,
Cambodia,Current Health Expenditure (CHE) per Capita in US$,,20,23,25,25,29,33,33,31,49,56,54,66,69,72,74,73,78,80,94,115,116,
Cambodia,Current Health Expenditure (CHE),in million current US$,240,280,310,324,378,431,445,424,683,789,777,963,"1,021","1,082","1,119","1,118","1,224","1,269","1,510","1,868","1,898",
Cambodia,Gross Domestic Product (GDP) per Capita in US$,,303,324,341,365,410,475,540,630,742,735,783,880,950,"1,015","1,098","1,171","1,281","1,401","1,533","1,671","1,542",
Cambodia,Population (in thousands),,"12,119","12,338","12,562","12,788","13,016","13,247","13,478","13,715","13,944","14,156","14,364","14,574","14,787","15,000","15,211","15,418","15,625","15,831","16,025","16,208","16,397",
China,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,
China,Current Health Expenditure (CHE) per Capita in US$,,43,45,50,57,65,73,83,99,134,165,189,240,285,330,363,394,399,441,505,540,583,
China,Current Health Expenditure (CHE),in million current US$,"54,348","56,725","64,245","73,198","83,701","95,635","108,716","130,668","178,519","221,350","255,272","325,370","389,899","453,812","502,837","548,817","559,058","621,351","715,336","767,266","831,350",
China,Gross Domestic Product (GDP) per Capita in US$,,954,"1,048","1,144","1,286","1,503","1,755","2,097","2,691","3,441","3,800","4,475","5,521","6,249","6,994","7,598","7,974","8,009","8,697","9,768","10,086","10,430",
China,Population (in thousands),,"1,264,099","1,272,740","1,280,926","1,288,873","1,296,817","1,304,888","1,313,087","1,321,513","1,330,167","1,339,126","1,348,191","1,357,095","1,366,561","1,376,100","1,385,190","1,393,715","1,401,890","1,410,276","1,417,069","1,421,864","1,424,930",
Cook Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,
Cook Islands,Current Health Expenditure (CHE) per Capita in US$,,186,218,271,344,428,503,456,540,480,454,515,547,528,548,590,461,616,580,567,650,531,
Cook Islands,Current Health Expenditure (CHE),in million current US$,3,3,4,5,6,8,7,8,8,8,9,10,9,10,11,8,11,10,10,11,9,
Cook Islands,Gross Domestic Product (GDP) per Capita in US$,,"6,289","6,866","8,073","11,056","12,886","13,151","13,486","14,617","14,036","12,959","13,990","15,306","16,633","16,143","17,931","17,076","17,660","19,868","21,024","20,853","16,642",
Cook Islands,Population (in thousands),,16,15,15,15,15,15,15,16,16,17,17,18,18,18,18,18,18,17,17,17,17,
Fiji,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,
Fiji,Current Health Expenditure (CHE) per Capita in US$,,75,62,70,87,111,121,127,141,136,122,128,142,154,159,179,170,176,186,216,228,186,
Fiji,Current Health Expenditure (CHE),in million current US$,62,52,60,75,96,106,113,126,122,110,116,129,141,145,164,156,162,171,198,210,172,
Fiji,Gross Domestic Product (GDP) per Capita in US$,,"2,191","2,137","2,349","2,923","3,409","3,723","3,806","4,141","4,255","3,446","3,758","4,507","4,723","4,969","5,305","5,105","5,368","5,825","6,074","5,984","4,970",
Fiji,Population (in thousands),,833,841,850,858,867,875,883,891,897,901,905,908,911,913,916,917,918,919,919,918,920,
Japan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,7,8,8,8,8,8,9,9,10,11,11,11,11,11,11,11,11,11,
Japan,Current Health Expenditure (CHE) per Capita in US$,,"2,756","2,492","2,416","2,654","2,888","2,895","2,766","2,783","3,225","3,699","4,074","5,107","5,235","4,358","4,122","3,755","4,200","4,148","4,288","4,379","4,388",
Japan,Current Health Expenditure (CHE),in million current US$,"349,502","316,706","307,538","338,359","368,707","370,003","353,725","356,275","413,084","473,874","521,945","653,720","669,367","556,384","525,399","477,817","533,338","525,443","541,385","550,813","549,586",
Japan,Gross Domestic Product (GDP) per Capita in US$,,"39,181","34,429","32,858","35,447","38,326","37,805","35,978","35,777","39,872","41,286","44,956","48,694","49,059","40,824","38,415","34,930","39,401","38,929","39,902","40,729","40,242",
Japan,Population (in thousands),,"126,804","127,066","127,302","127,502","127,671","127,798","127,902","128,006","128,078","128,117","128,105","128,007","127,854","127,679","127,477","127,251","126,994","126,662","126,256","125,792","125,245",
Kiribati,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,12,12,11,12,12,12,11,14,13,9,9,9,10,10,8,8,11,12,11,12,
Kiribati,Current Health Expenditure (CHE) per Capita in US$,,65,86,93,102,132,132,127,148,191,168,133,142,147,155,155,117,127,166,192,163,167,
Kiribati,Current Health Expenditure (CHE),in million current US$,6,8,9,10,13,13,13,15,20,18,14,16,16,18,18,14,15,20,23,20,21,
Kiribati,Gross Domestic Product (GDP) per Capita in US$,,757,697,782,956,"1,062","1,144","1,099","1,304","1,355","1,251","1,435","1,643","1,698","1,627","1,544","1,461","1,505","1,566","1,607","1,432","1,431",
Kiribati,Population (in thousands),,89,91,92,94,96,98,100,102,104,106,108,110,112,113,115,117,119,120,122,124,126,
Lao People's Democratic Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,2,3,3,
Lao People's Democratic Republic,Current Health Expenditure (CHE) per Capita in US$,,14,14,13,18,16,17,19,25,27,36,35,27,33,44,46,52,55,62,57,68,68,
Lao People's Democratic Republic,Current Health Expenditure (CHE),in million current US$,77,80,72,100,94,102,115,150,164,223,219,174,212,288,305,354,376,431,408,489,500,
Lao People's Democratic Republic,Gross Domestic Product (GDP) per Capita in US$,,330,337,349,393,460,521,658,787,969,"1,033","1,188","1,397","1,566","1,815","1,985","2,125","2,309","2,439","2,553","2,608","2,534",
Lao People's Democratic Republic,Population (in thousands),,"5,431","5,520","5,606","5,689","5,768","5,853","5,947","6,041","6,136","6,230","6,323","6,416","6,509","6,601","6,691","6,787","6,891","6,998","7,105","7,212","7,319",
Malaysia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,
Malaysia,Current Health Expenditure (CHE) per Capita in US$,,112,115,121,142,153,162,200,230,263,245,285,343,372,382,416,371,354,371,416,427,419,
Malaysia,Current Health Expenditure (CHE),in million current US$,"2,569","2,704","2,931","3,510","3,886","4,190","5,298","6,225","7,270","6,909","8,185","10,016","11,027","11,517","12,722","11,518","11,149","11,854","13,488","14,023","13,900",
Malaysia,Gross Domestic Product (GDP) per Capita in US$,,"4,452","4,292","4,549","4,852","5,363","5,800","6,428","7,483","8,739","7,508","9,006","10,354","10,752","10,880","11,202","9,700","9,556","9,980","11,074","11,135","10,151",
Malaysia,Population (in thousands),,"22,945","23,543","24,142","24,739","25,333","25,924","26,509","27,093","27,664","28,217","28,718","29,184","29,660","30,135","30,606","31,069","31,526","31,976","32,399","32,804","33,200",
Marshall Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,17,15,13,13,16,20,20,16,15,15,14,13,13,13,13,15,16,14,15,15,13,
Marshall Islands,Current Health Expenditure (CHE) per Capita in US$,,371,332,311,307,382,510,533,446,429,407,417,425,452,485,477,571,655,646,737,782,731,
Marshall Islands,Current Health Expenditure (CHE),in million current US$,20,18,17,17,21,28,29,24,23,22,22,23,24,25,24,28,32,30,34,35,32,
Marshall Islands,Gross Domestic Product (GDP) per Capita in US$,,"2,121","2,242","2,422","2,404","2,443","2,521","2,620","2,739","2,824","2,799","2,995","3,247","3,467","3,603","3,610","3,724","4,159","4,493","4,827","5,276","5,620",
Marshall Islands,Population (in thousands),,54,54,54,54,54,54,54,54,54,54,53,53,52,51,50,49,48,47,46,45,43,
Micronesia (Federated States of),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,8,10,12,18,11,11,12,13,13,13,12,12,12,12,13,12,12,11,12,
Micronesia (Federated States of),Current Health Expenditure (CHE) per Capita in US$,,162,182,171,210,259,400,246,259,290,326,362,377,371,353,343,360,397,405,422,421,425,
Micronesia (Federated States of),Current Health Expenditure (CHE),in million current US$,18,20,19,23,29,44,27,28,32,35,39,41,40,38,37,39,44,45,47,47,48,
Micronesia (Federated States of),Gross Domestic Product (GDP) per Capita in US$,,"2,086","2,153","2,161","2,191","2,154","2,253","2,294","2,346","2,419","2,596","2,761","2,883","3,021","2,919","2,926","2,887","3,020","3,323","3,624","3,735","3,675",
Micronesia (Federated States of),Population (in thousands),,112,112,112,112,111,111,110,110,109,108,108,108,108,109,109,109,110,110,111,111,112,
Mongolia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,
Mongolia,Current Health Expenditure (CHE) per Capita in US$,,26,26,29,26,33,37,50,66,97,77,99,136,170,181,177,166,157,146,158,183,200,
Mongolia,Current Health Expenditure (CHE),in million current US$,65,64,72,65,83,95,128,173,256,204,269,373,474,515,515,492,477,453,501,591,658,
Mongolia,Gross Domestic Product (GDP) per Capita in US$,,464,513,560,634,785,986,"1,323","1,625","2,135","1,719","2,660","3,794","4,402","4,422","4,212","3,919","3,691","3,708","4,165","4,395","4,041",
Mongolia,Population (in thousands),,"2,451","2,473","2,495","2,516","2,538","2,559","2,581","2,606","2,634","2,667","2,703","2,744","2,792","2,845","2,903","2,965","3,030","3,096","3,164","3,232","3,294",
Nauru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,18,16,13,10,7,10,12,24,23,12,13,10,9,9,8,14,11,11,12,12,12,
Nauru,Current Health Expenditure (CHE) per Capita in US$,,454,341,291,266,210,320,354,573,791,563,614,659,859,818,746,959,957,"1,093","1,176","1,159","1,144",
Nauru,Current Health Expenditure (CHE),in million current US$,5,4,3,3,2,3,4,6,8,6,6,7,9,9,8,11,11,13,14,14,14,
Nauru,Gross Domestic Product (GDP) per Capita in US$,,"2,507","2,201","2,206","2,791","3,202","3,109","2,853","2,364","3,439","4,573","4,837","6,721","9,320","8,667","9,394","6,985","8,905","9,513","10,026","9,512","9,556",
Nauru,Population (in thousands),,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,
New Zealand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,8,8,8,8,8,9,8,9,10,10,10,10,9,9,9,9,9,9,9,10,
New Zealand,Current Health Expenditure (CHE) per Capita in US$,,"1,055","1,054","1,251","1,612","1,983","2,297","2,305","2,707","2,851","2,714","3,234","3,657","3,856","4,015","4,193","3,601","3,739","3,904","3,958","4,082","4,202",
New Zealand,Current Health Expenditure (CHE),in million current US$,"4,067","4,101","4,939","6,479","8,094","9,491","9,635","11,427","12,146","11,677","14,055","16,021","17,007","17,869","18,927","16,531","17,456","18,528","19,150","20,241","21,265",
New Zealand,Gross Domestic Product (GDP) per Capita in US$,,"14,122","13,911","15,834","20,874","25,101","27,759","26,685","32,498","31,249","28,208","33,711","38,412","39,954","42,894","44,596","38,789","40,453","43,534","43,805","43,040","41,897",
New Zealand,Population (in thousands),,"3,855","3,890","3,949","4,020","4,081","4,133","4,180","4,221","4,260","4,303","4,346","4,381","4,410","4,451","4,514","4,591","4,668","4,746","4,839","4,959","5,061",
Niue,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,38,11,10,17,12,50,24,23,29,16,20,10,10,11,9,8,9,8,7,8,
Niue,Current Health Expenditure (CHE) per Capita in US$,,292,"1,332",425,511,"1,081",907,"3,648","2,044","2,045","2,250","1,516","2,298","1,292","1,349","1,604","1,120","1,033","1,223","1,325","1,157","1,319",
Niue,Current Health Expenditure (CHE),in million current US$,1,3,1,1,2,2,7,4,4,4,3,4,2,2,3,2,2,2,2,2,3,
Niue,Gross Domestic Product (GDP) per Capita in US$,,"3,678","3,492","3,824","5,367","6,231","7,375","7,269","8,659","8,792","7,805","9,756","11,586","12,539","13,894","14,800","12,804","13,182","13,978","15,968","16,069","16,826",
Niue,Population (in thousands),,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Palau,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,8,8,9,10,9,10,10,10,10,12,11,12,12,12,11,12,12,11,16,18,
Palau,Current Health Expenditure (CHE) per Capita in US$,,657,625,658,699,827,872,931,993,979,"1,007","1,146","1,145","1,368","1,518","1,662","1,793","2,021","1,945","1,790","2,403","2,640",
Palau,Current Health Expenditure (CHE),in million current US$,13,12,13,14,16,17,18,19,19,19,21,21,25,27,30,32,36,35,32,43,47,
Palau,Gross Domestic Product (GDP) per Capita in US$,,"7,554","7,817","8,161","7,696","8,238","9,228","9,634","9,966","10,156","9,668","9,817","10,581","11,757","12,468","13,542","16,185","16,727","15,978","15,953","15,293","14,356",
Palau,Population (in thousands),,20,20,20,20,20,20,20,19,19,19,19,18,18,18,18,18,18,18,18,18,18,
Papua New Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,
Papua New Guinea,Current Health Expenditure (CHE) per Capita in US$,,19,18,21,22,26,28,30,33,35,37,40,53,71,77,90,46,54,56,59,60,64,
Papua New Guinea,Current Health Expenditure (CHE),in million current US$,104,104,122,135,163,180,203,231,249,271,300,413,568,637,759,395,484,507,553,576,623,
Papua New Guinea,Gross Domestic Product (GDP) per Capita in US$,,938,795,744,901,998,"1,129","1,245","1,379","1,635","1,579","1,879","2,304","2,653","2,578","2,742","2,502","2,333","2,495","2,584","2,594","2,530",
Papua New Guinea,Population (in thousands),,"5,508","5,698","5,893","6,091","6,293","6,499","6,708","6,921","7,138","7,359","7,583","7,807","8,027","8,246","8,464","8,682","8,899","9,115","9,329","9,542","9,750",
Philippines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6
